Year;Month;Day;Hour(utc);301;365
2009;6;12;18;1.270526;175.87502
2009;6;13;0;3.3717513;109.189575
2009;6;13;6;5.6554627;107.0114
2009;6;13;12;6.863309;120.21515
2009;6;13;18;4.3765297;128.84811
2009;6;14;0;5.771857;116.14813
2009;6;14;6;7.5612187;116.64624
2009;6;14;12;8.546572;125.96463
2009;6;14;18;5.947838;147.67566
2009;6;15;0;7.852065;135.07526
2009;6;15;6;9.757803;133.26959
2009;6;15;12;9.576742;135.98405
2009;6;15;18;8.105545;134.3405
2009;6;16;0;9.001176;120.36441
2009;6;16;6;10.314536;116.45235
2009;6;16;12;9.167561;126.69621
2009;6;16;18;7.316424;126.52513
2009;6;17;0;7.5283837;118.712036
2009;6;17;6;8.635775;112.112976
2009;6;17;12;7.474653;121.69298
2009;6;17;18;5.893835;132.84212
2009;6;18;0;7.3787084;115.470505
2009;6;18;6;8.898758;116.66345
2009;6;18;12;9.116174;119.73239
2009;6;18;18;7.4628415;122.67401
2009;6;19;0;8.81604;118.87152
2009;6;19;6;10.117099;125.08313
2009;6;19;12;12.508913;142.4926
2009;6;19;18;11.628405;141.38345
2009;6;20;0;11.955424;129.36119
2009;6;20;6;9.9730215;120.6763
2009;6;20;12;7.114125;131.74136
2009;6;20;18;3.633814;153.18964
2009;6;21;0;4.41791;157.85754
2009;6;21;6;4.2299275;131.24687
2009;6;21;12;3.5979416;129.12773
2009;6;21;18;1.3922498;256.14005
2009;6;22;0;2.0584757;43.540833
2009;6;22;6;2.4666727;123.16785
2009;6;22;12;3.6859093;130.0599
2009;6;22;18;2.0184486;148.33398
2009;6;23;0;5.565406;115.15172
2009;6;23;6;8.25077;114.15059
2009;6;23;12;9.178836;126.747925
2009;6;23;18;6.738602;134.5322
2009;6;24;0;8.433233;118.156784
2009;6;24;6;9.788748;121.310074
2009;6;24;12;8.847416;133.62071
2009;6;24;18;6.9735975;136.07477
2009;6;25;0;7.8432627;125.93994
2009;6;25;6;8.748503;125.16672
2009;6;25;12;9.301273;125.76607
2009;6;25;18;9.423737;134.13103
2009;6;26;0;10.019004;137.95557
2009;6;26;6;12.684329;144.20505
2009;6;26;12;10.632171;161.56992
2009;6;26;18;9.997743;186.56174
2009;6;27;0;8.412838;178.18527
2009;6;27;6;5.104969;183.48831
2009;6;27;12;4.828605;202.19609
2009;6;27;18;3.3374515;224.31897
2009;6;28;0;2.2036362;139.06627
2009;6;28;6;4.3127823;125.66997
2009;6;28;12;7.031293;137.70938
2009;6;28;18;7.6147137;127.29503
2009;6;29;0;6.962066;134.3598
2009;6;29;6;8.069919;127.14136
2009;6;29;12;8.815043;131.10687
2009;6;29;18;6.359063;150.44476
2009;6;30;0;7.8564763;166.23782
2009;6;30;6;6.2254868;170.70013
2009;6;30;12;7.1177115;174.0658
2009;6;30;18;6.0550094;183.78963
2009;7;1;0;5.928288;222.96545
2009;7;1;6;4.060922;224.0633
2009;7;1;12;4.0314984;214.81139
2009;7;1;18;3.1298146;251.44255
2009;7;2;0;2.5783272;226.23285
2009;7;2;6;3.6534133;177.55676
2009;7;2;12;7.660463;184.02716
2009;7;2;18;4.4531765;234.4765
2009;7;3;0;3.0187137;147.55739
2009;7;3;6;7.3431597;139.96176
2009;7;3;12;8.861456;160.61386
2009;7;3;18;3.4405596;192.46706
2009;7;4;0;1.8397065;143.23282
2009;7;4;6;0.7266151;148.41289
2009;7;4;12;1.4986348;221.88895
2009;7;4;18;0.506255;275.30478
2009;7;5;0;3.4907486;89.86438
2009;7;5;6;4.748815;101.76146
2009;7;5;12;3.8839042;131.77312
2009;7;5;18;1.9643131;132.7739
2009;7;6;0;4.57341;109.55246
2009;7;6;6;6.8248105;115.03995
2009;7;6;12;8.683642;139.98364
2009;7;6;18;7.629488;130.8006
2009;7;7;0;8.152714;123.49559
2009;7;7;6;9.384664;117.564835
2009;7;7;12;9.796302;125.97313
2009;7;7;18;8.103113;138.99388
2009;7;8;0;8.602451;139.43239
2009;7;8;6;10.547338;137.32364
2009;7;8;12;10.430835;132.06021
2009;7;8;18;9.057293;133.3885
2009;7;9;0;8.430026;122.620865
2009;7;9;6;6.445962;134.72055
2009;7;9;12;6.822167;130.5118
2009;7;9;18;5.5261083;137.88364
2009;7;10;0;5.300581;138.63828
2009;7;10;6;5.7863793;159.97293
2009;7;10;12;4.6401916;157.41173
2009;7;10;18;3.3956907;107.45998
2009;7;11;0;5.394925;114.7104
2009;7;11;6;7.5696864;126.119995
2009;7;11;12;7.2839518;143.47643
2009;7;11;18;6.26151;141.54399
2009;7;12;0;7.077435;136.34004
2009;7;12;6;8.078726;131.7525
2009;7;12;12;7.4130263;139.87862
2009;7;12;18;5.9425645;141.18846
2009;7;13;0;6.820216;123.63173
2009;7;13;6;7.44713;125.533585
2009;7;13;12;8.614968;119.11731
2009;7;13;18;7.0642066;128.53154
2009;7;14;0;6.6901217;137.14452
2009;7;14;6;8.3051195;140.27905
2009;7;14;12;7.3449826;144.3685
2009;7;14;18;6.5282116;137.79941
2009;7;15;0;7.2511487;122.25734
2009;7;15;6;8.264114;104.882965
2009;7;15;12;9.667918;107.291275
2009;7;15;18;9.48491;108.75882
2009;7;16;0;10.88654;107.43982
2009;7;16;6;11.578463;105.248505
2009;7;16;12;10.395674;113.22087
2009;7;16;18;8.814445;118.996445
2009;7;17;0;8.655053;117.41081
2009;7;17;6;9.753987;115.93671
2009;7;17;12;8.494469;122.240555
2009;7;17;18;7.87581;117.46867
2009;7;18;0;8.267075;112.85684
2009;7;18;6;9.60466;108.8228
2009;7;18;12;8.253078;118.924545
2009;7;18;18;7.120119;122.925
2009;7;19;0;8.250945;115.92583
2009;7;19;6;9.268579;109.33545
2009;7;19;12;8.507635;116.87892
2009;7;19;18;7.5751204;119.76967
2009;7;20;0;8.285776;119.99747
2009;7;20;6;8.971529;114.36531
2009;7;20;12;7.417202;123.57466
2009;7;20;18;5.8166943;126.347824
2009;7;21;0;6.1666994;115.44675
2009;7;21;6;6.9899745;110.09206
2009;7;21;12;5.490054;116.4131
2009;7;21;18;3.5475645;119.044235
2009;7;22;0;4.9155164;96.301865
2009;7;22;6;5.637335;89.75711
2009;7;22;12;3.7174528;105.708145
2009;7;22;18;2.710476;92.157104
2009;7;23;0;6.6202364;99.55611
2009;7;23;6;10.715839;100.02954
2009;7;23;12;10.927856;100.182755
2009;7;23;18;9.619044;96.22266
2009;7;24;0;9.99165;102.88823
2009;7;24;6;10.867744;99.62453
2009;7;24;12;11.013854;108.74753
2009;7;24;18;10.945527;108.660034
2009;7;25;0;10.796748;103.59483
2009;7;25;6;11.191871;103.86612
2009;7;25;12;9.759739;101.96042
2009;7;25;18;7.2712092;107.90277
2009;7;26;0;8.347941;107.78357
2009;7;26;6;9.37031;109.363464
2009;7;26;12;8.922557;113.332794
2009;7;26;18;6.8980126;128.90976
2009;7;27;0;8.130572;122.446014
2009;7;27;6;7.450872;126.083115
